date,sc_B,dep_B,sc_B_idx,dep_B_idx
2025-02-05,217.67031000325917,17923.9406,166.31496737053362,101.18366595993109
2025-02-12,221.14748124215384,17917.4839,168.97176342659597,101.14721680008485
2025-02-19,221.91147059834728,17962.4272,169.55550341780028,101.40092930426134
2025-02-26,220.9788183921333,17956.5562,168.84289350217966,101.36778651964119
2025-03-05,221.17553516808456,17963.6894,168.99319853998242,101.40805463601875
2025-03-12,223.30075325295786,17993.9422,170.6170101495477,101.57883679145353
2025-03-19,224.91816391968257,18027.7426,171.8528222465537,101.76964574687439
2025-03-26,227.0367076499299,18066.6961,173.47153419382778,101.9895448204057
2025-04-02,226.60807026443044,18103.9356,173.1440259875774,102.19976807502388
2025-04-09,225.2558683426945,18073.0785,172.11085146557429,102.02557454422785
2025-04-16,225.11699519085016,18097.9119,172.00474290296285,102.16576327316447
2025-04-23,226.85919965325616,18094.7386,173.33590597390952,102.14784945977063
2025-04-30,230.44048889035489,18104.1305,176.07225528403637,102.20086831837637
2025-05-07,230.5486118518334,18131.6287,176.1548686032807,102.3561002924937
2025-05-14,230.4505324528104,18145.8618,176.07992925097312,102.43644854113572
2025-05-21,232.2192060080264,18164.075,177.43131651467695,102.53926512516645
2025-05-28,234.4723927973494,18180.1293,179.15290494508974,102.62989435479135
2025-06-04,235.69352390716696,18183.2264,180.08593242449845,102.64737800634084
2025-06-11,237.02848587237324,18230.2421,181.10593444351915,102.91278955784267
2025-06-18,238.18767864471468,18193.3772,181.99163680736123,102.70468098336735
2025-06-25,239.37606217057302,18273.1106,182.8996428984255,103.15478946628933
2025-07-02,239.95628846806528,18296.5734,183.34297537557183,103.28724092719659
2025-07-09,241.0807267168016,18261.2309,184.2021229122568,103.08772655733813
2025-07-16,242.2113219405039,18287.1484,185.06597479787465,103.23403521351146
2025-07-23,248.22378206221242,18315.9795,189.65990453015468,103.39679163280341
2025-07-30,250.605607129182,18310.59,191.47978138101888,103.36636699684523
2025-08-06,253.51675187949863,18317.8202,193.70409458272545,103.40718269457318
2025-08-13,256.74242049839097,18354.7199,196.1687254783731,103.61548772091442
2025-08-20,262.1270543583949,18341.3908,200.28295311334733,103.54024270465129
2025-08-27,264.3106502992389,18370.598,201.95136938769576,103.70512227183892
2025-09-03,267.6768709358226,18389.9035,204.52339161400238,103.81410507348853
2025-09-10,270.2426626262807,18400.7611,206.48383151631032,103.87539805565378
2025-09-17,273.8483585077097,18373.8536,209.23882916784558,103.72350068260529
2025-09-24,277.69342336391327,18423.5964,212.17672104702515,104.00430717328915
2025-10-01,280.4676382194904,18524.352,214.29641046712686,104.57308951872899
2025-10-08,285.17340902941265,18439.9727,217.89194041649714,104.0967541471906
2025-10-15,286.505122474005,18512.4728,218.90946034413892,104.50602943236208
2025-10-22,288.7796557320296,18500.6091,220.64735893299968,104.43905684610787
2025-10-29,287.78763449388225,18426.0574,219.88938702653763,104.01819993311716
2025-11-05,285.9171583864834,18399.3487,218.46021566750045,103.86742481957856
2025-11-12,286.2399596533498,18507.9784,218.70685785846,104.48065778678264
2025-11-19,285.2264366392693,18436.3673,217.93245712822923,104.07640105646168
2025-11-26,285.9287904948127,18530.8479,218.4691033918631,104.6097599691828
2025-12-03,288.59026695331517,18483.7374,220.5026529850375,104.34381325570143
2025-12-10,290.4723897863302,18519.0427,221.9407232370418,104.54311762528938
2025-12-17,290.46188833510433,18542.2589,221.93269941184508,104.67417698762955
2025-12-24,289.45378796103273,18619.8737,221.16244194854002,105.11232561643871
2025-12-31,288.02968197688483,18538.6767,220.07432781720902,104.65395486481121
2026-01-07,287.95186717458654,18609.5152,220.01487199934857,105.05385013790216
2026-01-14,287.11106851604336,18619.6868,219.37244446084458,105.1112705344347
2026-01-21,287.1677844596913,18610.2434,219.41577931122933,105.05796094964808
2026-01-28,283.3574092176969,18647.2697,216.50439266399988,105.26698065432912
