source_gateway,counterparty_address,counterparty_label,interaction_count,total_volume_usd,volume_in_usd,volume_out_usd,stablecoin_transfers,source
Uniswap V3 Router,0x5a5be6b067d6b5b018adbcd27ee6972105b3b400,​​Trading Bot [0x5a5be6],1565,2948872.179939579,1889275.0577472893,1059597.1221922901,0,v2
Uniswap V3 Router,0xef530078320f3a9223661e2fe37001023048a7df,Uniswap: V3 USD1-WETH (0.3%) Liquidity Pool  [0xef5300],2425,2936218.8128177784,191302.4495940741,2744916.3632237045,0,v2
Uniswap V3 Router,0x055c48651015cf5b21599a4ded8c402fdc718058,​​🤖 DEX Trading Bot [0x055c48],10545,2815007.7049709144,2815007.7049709144,0.0,0,v2
Uniswap V3 Router,0xf12533a96712133d9bb97c24de5bcf52f48851bd,Uniswap: V3 WETH-REKT (0.3%) Liquidity Pool  [0xf12533],1584,2806636.604712723,547465.6443485427,2259170.96036418,0,v2
Uniswap V3 Router,0xfad57d2039c21811c8f2b5d5b65308aa99d31559,Uniswap: V3 LINK-USDC (0.3%) Liquidity Pool  [0xfad57d],702,2745751.4633110156,1654492.644790958,1091258.8185200575,693,v2
Uniswap V3 Router,0xf0da66f7a587c4815541ed4ea8658e450d2cf0f2,High Activity [0xf0da66],5084,2631586.1466223625,2631586.1466223625,0.0,0,v2
Uniswap V3 Router,0x6aa981bff95edfea36bdae98c26b274ffcafe8d3,Rubic: Multi Proxy [0x6aa981],22313,2542633.248164623,1130071.8248432446,1412561.4233213782,0,v2
Uniswap V3 Router,0x8bfde5f02e86fef6f328f6099a0f9a6ec4f1eee5,Uniswap: V3 ⚠️ VITALIK6900-WETH (0.01%) Liquidity Pool  [0x8bfde5],5441,2502005.1967985947,11.342920891511373,2501993.853877703,0,v2
Uniswap V3 Router,0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,Uniswap: V3 WETH-ONDO (0.3%) Liquidity Pool  [0x7b1e5d],2324,2422691.717505905,1270782.012102158,1151909.705403747,0,v2
Uniswap V3 Router,0x510100d5143e011db24e2aa38abe85d73d5b2177,Uniswap: V3 RLB-WETH (0.3%) Liquidity Pool  [0x510100],715,2322323.565016583,1093434.77308101,1228888.791935573,0,v2
Uniswap V3 Router,0x202a6012894ae5c288ea824cbc8a9bfb26a49b93,Uniswap: V3 WETH-WEETH (0.01%) Liquidity Pool  [0x202a60],189,2301149.2134966296,1469669.1893831077,831480.0241135218,0,v2
Uniswap V3 Router,0xe8a1f39c16eea2844e98f951d711bb4bb31557ad,Uniswap: V3 WBTC-XAUT (0.3%) Liquidity Pool  [0xe8a1f3],332,2260807.221746561,1182128.2083995673,1078679.0133469938,0,v2
Uniswap V3 Router,0x7eb59373d63627be64b42406b108b602174b4ccc,Uniswap: V3 SUSDE-USDT (0.01%) Liquidity Pool  [0x7eb593],305,2246367.383594586,1817987.1614172112,428380.222177375,305,v2
Uniswap V3 Router,0x31062fdd048bd6e84e1af831b671b1b36db41217,Uniswap: V3 ⚠️ STUPID-WETH (0.01%) Liquidity Pool  [0x31062f],4588,2237740.4388239942,8.908394374313364,2237731.53042962,0,v2
Uniswap V3 Router,0x1e1dfff79d95725aaafd6b47af4fbc28d859ce28,Uniswap: V3 USD1-USDC (0.01%) Liquidity Pool  [0x1e1dff],777,2222584.888669622,1157479.900815227,1065104.987854395,543,v2
Uniswap V3 Router,0x185a1ff695d30a22c19f44c6b41e2d6d1c8c1f11,Uniswap: V3 USD1-USDT (0.01%) Liquidity Pool  [0x185a1f],912,2180938.255911423,1066951.9399043298,1113986.316007093,448,v2
Uniswap V3 Router,0x4b922d29640be3c0580f02108f53d163356a51ae,Uniswap: V3 ⚠️ WHITEPEPE-WETH (0.01%) Liquidity Pool  [0x4b922d],5979,2167462.1125204987,0.0,2167462.1125204987,0,v2
Uniswap V3 Router,0xc3abd8c07f0d669906f4be495389f2dcc598020f,Uniswap: V3 ATOS-WETH (1%) Liquidity Pool  [0xc3abd8],2571,2163372.6825418393,1295272.4126273438,868100.2699144954,0,v2
Uniswap V3 Router,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,Uniswap: V3 ENA-WETH (0.3%) Liquidity Pool  [0xc3db44],1293,2122248.2721455395,1100493.265985558,1021755.0061599815,0,v2
Uniswap V3 Router,0x88051b0eea095007d3bef21ab287be961f3d8598,Uniswap: V3 OHM-WETH (0.3%) Liquidity Pool  [0x88051b],630,2117209.2485825038,129161.72984187577,1988047.5187406281,0,v2
Uniswap V3 Router,0xf3db6ac4e6c287ace7893cc5067a755ab66699be,Uniswap: V3 TBTC-WSTETH (0.3%) Liquidity Pool  [0xf3db6a],109,2090293.3538582956,1201449.3249510895,888844.0289072061,0,v2
Uniswap V3 Router,0x6f3baabf229ddaeef283a367408fb2c95ec582f5,[0x6f3baa],4,2018710.5809649448,0.0,2018710.5809649448,0,v2
Uniswap V3 Router,0x60668d7c651f1581ba47d703d3ce2d945fd416bf,[0x60668d],6,1918182.3256734167,0.0,1918182.3256734167,0,v2
Uniswap V3 Router,0x733a3793714dab1f037a78ab644207da8cbaa09e,Uniswap: V3 ⚠️ MONEROCHAN-WETH (0.01%) Liquidity Pool  [0x733a37],5572,1902581.4300897643,0.0,1902581.4300897643,0,v2
Uniswap V3 Router,0x4637ea6ecf7e16c99e67e941ab4d7d52eac7c73d,Uniswap: V3 USD1-WLFI (0.3%) Liquidity Pool  [0x4637ea],232,1891671.324271277,942073.4410453304,949597.8832259466,0,v2
Uniswap V3 Router,0xe9f1e2ef814f5686c30ce6fb7103d0f780836c67,Uniswap: V3 DAI-USDS (0.3%) Liquidity Pool  [0xe9f1e2],1554,1843276.3185117752,1820345.7980413763,22930.520470399057,1517,v2
Uniswap V3 Router,0xf93bd55717b426a69badeb6458a07739c1d7a85f,Uniswap: V3 EBTC-LBTC (0.05%) Liquidity Pool  [0xf93bd5],62,1775265.6310146297,1443841.8910332564,331423.73998137336,0,v2
Uniswap V3 Router,0x27941a235804f33d81adabb2d56589c5f6ea6556,Uniswap: V3 SYRUP-WETH (1%) Liquidity Pool  [0x27941a],925,1754940.4766356605,124739.34835237009,1630201.1282832904,0,v2
Uniswap V3 Router,0x526cd4f72f2cc54d6a02a7fefc84753a826a5737,Uniswap: V3 USN-USDT (0.01%) Liquidity Pool  [0x526cd4],518,1692614.8753042095,863169.441767719,829445.4335364905,184,v2
Uniswap V3 Router,0x3e16c77d2b35532b9b9a035d56d21cb4455389cb,[0x3e16c7],6,1636257.918965624,1636257.918965624,0.0,0,v2
Uniswap V3 Router,0xb0f10200d9e66076d49aaca63328c928bee6e89b,Uniswap: V3 USD1-USDF (0.01%) Liquidity Pool  [0xb0f102],124,1542090.1771668473,651602.8848123886,890487.2923544587,0,v2
Uniswap V3 Router,0x87428a53e14d24ab19c6ca4939b4df93b8996ca9,Uniswap: V3 WBTC-LBTC (0.05%) Liquidity Pool  [0x87428a],58,1536663.9312680874,50496.02659857616,1486167.9046695111,0,v2
Uniswap V3 Router,0x15aa01580ae866f9ff4dbe45e06e307941d90c7b,Uniswap: V3 WETH-CBBTC (0.3%) Liquidity Pool  [0x15aa01],217,1525337.6667696512,550182.8831121341,975154.783657517,0,v2
Uniswap V3 Router,0x7e75b6876a9fee811ec67b55385ba5a1491d11f3,Uniswap: V3 WETH-SOLX (0.3%) Liquidity Pool  [0x7e75b6],7118,1522196.77393346,762484.1972289223,759712.5767045377,0,v2
Uniswap V3 Router,0xff11ed9d26c8fb8dafd494e02ad4a7649e3b49e5,[0xff11ed],21,1505647.465174375,0.0,1505647.465174375,0,v2
Uniswap V3 Router,0xcdba2fda5dc0e3b632f1ff466323e1083d1d257d,High Balance [0xcdba2f],421,1472812.8584396585,732824.316134374,739988.5423052845,0,v2
Uniswap V3 Router,0x8c93ce7bce082e68cab8d1de05473294fb0168ea,High Balance [0x8c93ce],99,1466345.724854497,0.0,1466345.724854497,0,v2
Uniswap V3 Router,0x3ebec0a1b4055c8d1180fce64db2a8c068170880,Uniswap: V3 PEPU-WETH (0.3%) Liquidity Pool  [0x3ebec0],1631,1387469.528309011,311867.70132803806,1075601.826980973,0,v2
Uniswap V3 Router,0x0b599ebf4e05af48b56d38e2dde520570c366460,Uniswap: V3 WBTC-LBTC (0.01%) Liquidity Pool  [0x0b599e],160,1354163.1756746755,663583.1610990894,690580.0145755861,0,v2
Uniswap V3 Router,0xe35bfbf439d7c37e2df41bf1236ccf1dec0543fd,Uniswap: V3 PLUME-USDC (1%) Liquidity Pool  [0xe35bfb],1677,1336511.8446710492,279811.46500642423,1056700.3796646248,1677,v2
Uniswap V3 Router,0xc30c8b862f7de6ba5d7eaeb113c78ec6b5ded04b,Uniswap: V3 PYUSD-USDT (0.01%) Liquidity Pool  [0xc30c8b],1496,1282127.7279950934,1158681.3041142353,123446.42388085807,1496,v2
Uniswap V3 Router,0x5edb0109405b025b4b02bf7db5455022c686f704,[0x5edb01],19,1272722.4446425328,0.0,1272722.4446425328,0,v2
Uniswap V3 Router,0xc45a81bc23a64ea556ab4cdf08a86b61cdceea8b,Uniswap: V3 WETH-TITANX (1%) Liquidity Pool  [0xc45a81],22626,1231058.69738365,334219.9547800784,896838.7426035717,0,v2
Uniswap V3 Router,0x4ba530e8bba1bcfd34eb9ab46d9b8ec3a4041d3f,Uniswap: V3 WETH-COVID (1%) Liquidity Pool  [0x4ba530],16188,1230729.1249923997,608605.6207611117,622123.504231288,0,v2
Uniswap V3 Router,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,Uniswap: V3 EURC-USDC (0.05%) Liquidity Pool  [0x95dbb3],370,1222253.8060043612,322182.45445165,900071.3515527113,370,v2
Uniswap V3 Router,0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2,Uniswap: V3 CULT-WETH (1%) Liquidity Pool  [0xc4ce8e],614,1221078.8268911853,432405.55467694026,788673.272214245,0,v2
0x28c5b044,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,🤖 🏦 Coinbase [0xa9d1e0],1393,48374882069.284775,525.792982145121,48374881543.49179,0,v3_phase4
0x28c5b044,0x55fe002aeff02f77364de339a1292923a15844b8,Circle: Wallet [0x55fe00],735,48374881196.29204,48374881196.29204,0.0,0,v3_phase4
TKHuVq1o,TBPxhVAsuzoFnKyXtc1o2UySEydPHgATto,🤖 Tether: Treasury Wallet [TBPxhVAs],30,31998241493.801926,27997162215.38521,4001079278.416719,0,v3_phase4
TKHuVq1o,TXFBqBbqJommqZf7BV8NNYzePh97UmJodJ,🏦 Bitfinex: Hot Wallet TXFBq [TXFBqBbq],342,25910278824.897995,15865909331.388428,10044369493.509565,0,v3_phase4
TKHuVq1o,TDToUxX8sH4z6moQpK3ZLAN24eupu2ivA4,🏦 HTX: Cold Wallet [TDToUxX8],57,24347106696.17874,0.0,24347106696.17874,0,v3_phase4
TKHuVq1o,TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf,🏦 Binance: Binance [TDqSquXB],33,11865090219.160706,11211154285.39371,653935933.7669957,0,v3_phase4
TKHuVq1o,TQFRLF5YdXA1L8TVvz2xeaDyEqguRtg8fX,🏦 Binance: Deposit [TQFRLF5Y],85,4457564502.848378,0.0,4457564502.848378,0,v3_phase4
TKHuVq1o,TQdkj5tHpByUaZsh7njYWcqN3kQrM9GMeV,🏦 Binance: Deposit [TQdkj5tH],82,3513287385.434479,0.0,3513287385.434479,0,v3_phase4
TKHuVq1o,TZBNSh86MiMxhNWbK1kUHteY7VDKM1fvDg,[TZBNSh86],49,2603921311.2932396,0.0,2603921311.2932396,0,v3_phase4
TKHuVq1o,TUeozdMKnCK8yUR3Cs4Pz1pNxmqQRrhQtH,[TUeozdMK],161,2394756563.2254405,0.0,2394756563.2254405,0,v3_phase4
TKHuVq1o,TETzqWSBDY12HrK4MsPq8A3AvZzhjoHgbx,🏦 Binance: Deposit [TETzqWSB],8,2299462200.321974,0.0,2299462200.321974,0,v3_phase4
TKHuVq1o,TKzjgap1y7MmSYnRgn9witmbR2MSg3VXz4,🏦 Upbit: Hot Wallet [TKzjgap1],37,1779787612.962016,30026468.679916564,1749761144.2820995,0,v3_phase4
TKHuVq1o,TRLi4KskHxfACnxKzLrf2wNHauWUQpwziN,[TRLi4Ksk],1,1000076162.7387909,0.0,1000076162.7387909,0,v3_phase4
TKHuVq1o,TQrY8tryqsYVCYS3MFbtffiPp2ccyn4STm,🏦 Binance: TQrY8 [TQrY8try],2,350099660.18886364,350099660.18886364,0.0,0,v3_phase4
TKHuVq1o,TJqwA7SoZnERE4zW5uDEiPkbz4B66h9TFj,🏦 Binance: Wallet [TJqwA7So],3,315073814.8943416,315073814.8943416,0.0,0,v3_phase4
TKHuVq1o,TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe,🏦 Binance: TJDEN [TJDENsfB],5,314591917.5520592,314591917.5520592,0.0,0,v3_phase4
TKHuVq1o,TK4ykR48cQQoyFcZ5N4xZCbsBaHcg6n3gJ,🏦 Binance: Wallet [TK4ykR48],8,297046793.99490905,297046793.99490905,0.0,0,v3_phase4
TKHuVq1o,TAHP7nCvtRkXKJrkfE1XNJcNCzmfFiDkTK,[TAHP7nCv],16,250550265.81842235,0.0,250550265.81842235,0,v3_phase4
TKHuVq1o,TStDE8X8zLdJQAUwuMH6ZEDiM72LGM2neM,🏦 Bitfinex: Deposit [TStDE8X8],14,176473128.527428,0.0,176473128.527428,0,v3_phase4
TKHuVq1o,TMhJviFWiaxvqKLdng9dmsi1H5H5yTGEeu,🏦 Bitfinex: Storage Wallet TMhJv [TMhJviFW],1,159979597.5530848,159979597.5530848,0.0,0,v3_phase4
TKHuVq1o,TTd9qHyjqiUkfTxe3gotbuTMpjU8LEbpkN,🏦 Kraken: TTd9q [TTd9qHyj],1,159947336.52401024,159947336.52401024,0.0,0,v3_phase4
TKHuVq1o,TEMR6WoasFkM8qYQXVDVDs91dpfZJTusxx,🏦 Bitfinex: Deposit [TEMR6Woa],37,137475193.1193986,0.0,137475193.1193986,0,v3_phase4
TKHuVq1o,TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G,🏦 Binance: TNXoi [TNXoiAJ3],3,130491849.19301334,130491849.19301334,0.0,0,v3_phase4
TKHuVq1o,TP6vNg7Zfip8TpdiKFcfpaGLYSKPS6W3cF,🏦 Binance: Deposit [TP6vNg7Z],24,128889433.4540634,0.0,128889433.4540634,0,v3_phase4
TKHuVq1o,TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr,🏦 Binance: TAzsQ [TAzsQ9Gx],4,108201977.5185788,108201977.5185788,0.0,0,v3_phase4
TKHuVq1o,TVMrLZUcZhdSifFpbiZEWqgRfXoWzPPCCP,🏦 Bitfinex: Deposit [TVMrLZUc],71,107467899.22868481,0.0,107467899.22868481,0,v3_phase4
TKHuVq1o,TWxhucvVoGHk2JhaPhFWDit32QxW7DqN7r,🏦 Binance: Deposit [TWxhucvV],11,98522831.5937754,0.0,98522831.5937754,0,v3_phase4
TKHuVq1o,TJMBV8QQnqTkaZRYc4BwZwPRdB2XqJ7NW5,[TJMBV8QQ],49,81460215.9456025,0.0,81460215.9456025,0,v3_phase4
TKHuVq1o,TDSh3JN9FnennCFwCQH7hS4sJatwLtp2jZ,🏦 Bitfinex: Deposit [TDSh3JN9],17,68218853.35844928,0.0,68218853.35844928,0,v3_phase4
TKHuVq1o,TYak24LSNUK6x7FPntxwn6xEDc68UtVJxq,[TYak24LS],6,67987198.41413325,0.0,67987198.41413325,0,v3_phase4
TKHuVq1o,TEYsBwNGhEU3TWZusYRjnekZvJ4fUEbTVT,[TEYsBwNG],155,67756330.75659001,0.0,67756330.75659001,0,v3_phase4
TKHuVq1o,TMHcjYEPUwPyu3H5qB2W3PNHMT7NZBQSY9,[TMHcjYEP],10,57903753.32429628,0.0,57903753.32429628,0,v3_phase4
TKHuVq1o,TGUbaSvymqH9952gBiSCQbQMXsGqt3RQaV,[TGUbaSvy],1,50013490.980208986,0.0,50013490.980208986,0,v3_phase4
TKHuVq1o,TPh86vJX2yngoeSu6qv44t6yBqHHfiXwJz,🏦 Bitfinex: Deposit [TPh86vJX],19,40234667.30266985,0.0,40234667.30266985,0,v3_phase4
TKHuVq1o,TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS,🏦 Binance: TYASr [TYASr5UV],1,32281062.12642533,32281062.12642533,0.0,0,v3_phase4
TKHuVq1o,TNrPUjc47JU1fgaQZPa1odQnD5RTdH3NSu,[TNrPUjc4],1,30009747.641564958,30009747.641564958,0.0,0,v3_phase4
TKHuVq1o,TJ5usJLLwjwn7Pw3TPbdzreG7dvgKzfQ5y,🏦 Binance: Wallet [TJ5usJLL],4,26389993.036360174,26389993.036360174,0.0,0,v3_phase4
TKHuVq1o,TDkZi3f69Uxb7zyfQPFbABSAjUVg5hvc3n,🏦 Bitfinex: Deposit [TDkZi3f6],4,25003050.45765363,0.0,25003050.45765363,0,v3_phase4
TKHuVq1o,TFB7XWk1zGsjLy7V6xPRHo1nUwbDtT4Tup,[TFB7XWk1],12,24760897.739514045,0.0,24760897.739514045,0,v3_phase4
TKHuVq1o,TYKyyX7JQzjNJbJc9WVWFPagC3KRVCwtQN,🏦 Bitfinex: Deposit [TYKyyX7J],17,23214507.26734201,0.0,23214507.26734201,0,v3_phase4
TKHuVq1o,TWsStkTtET3KMM5SrFFMCTdvjYqH6UBVrq,[TWsStkTt],3,18416313.23832224,0.0,18416313.23832224,0,v3_phase4
TKHuVq1o,TFRfBvU6Ryn3YBx4AUqkyH9BvzBAKqszEs,[TFRfBvU6],17,18284769.792218372,0.0,18284769.792218372,0,v3_phase4
TKHuVq1o,TAjdnsZSg7juuPkCuUgYHD8RtWAkBxs75a,[TAjdnsZS],26,15038907.649203809,0.0,15038907.649203809,0,v3_phase4
TKHuVq1o,TEYRYaZbAydjBkvAcjUKDHqUM8XzSuk9i8,[TEYRYaZb],1,13994620.060410276,0.0,13994620.060410276,0,v3_phase4
TKHuVq1o,TPvdN8sshMh6j4dCxUXWEDtcZivnqCjkN8,🏦 Bitfinex: Deposit [TPvdN8ss],5,12642563.77236371,0.0,12642563.77236371,0,v3_phase4
TKHuVq1o,TEmSnXKpq5ykAW9xeEJLtgKSJ3Rckchupz,[TEmSnXKp],6,11289891.312845228,0.0,11289891.312845228,0,v3_phase4
TKHuVq1o,TRaeydpVchLGqC4SNCLF35gj45MB7iFD1L,[TRaeydpV],4,10179256.4309009,0.0,10179256.4309009,0,v3_phase4
TKHuVq1o,THbdy6rZLFfqhHXhHxsACwV2MbjKCo9qKv,[THbdy6rZ],1,10027563.666864531,0.0,10027563.666864531,0,v3_phase4
TKHuVq1o,TNpNsnaVYqKQRN3eF6Fvc9MBETrkpKAmJY,[TNpNsnaV],3,9752198.303151393,0.0,9752198.303151393,0,v3_phase4
TKHuVq1o,TDrDDgfrvJEjMnGGovtp9rmiQWRW4D4VKL,[TDrDDgfr],12,9514444.699634183,0.0,9514444.699634183,0,v3_phase4
TKHuVq1o,TRj5sJX3UTSPP3WdvmFw2dNNtB1tVaVqCq,[TRj5sJX3],4,9341808.770973772,4671318.371715061,4670490.39925871,0,v3_phase4
TKHuVq1o,TCg2FwPhUspN8nHYCDw3HDt3M5zEsTRj6p,[TCg2FwPh],53,8776685.618913438,129884.42779914106,8646801.191114297,0,v3_phase4
TKHuVq1o,TNkqfvoXNmK9qopP2uX4muxagPaWsrtLdt,[TNkqfvoX],3,7082034.316471064,0.0,7082034.316471064,0,v3_phase4
TKHuVq1o,TQ5FTsdbTr8LGGVnE3E4ecombFWwCubQyU,[TQ5FTsdb],21,6719867.832626207,0.0,6719867.832626207,0,v3_phase4
TKHuVq1o,TXR7gpnmb4dhWD4z9UUS2vHDcjrSbcED9B,[TXR7gpnm],3,6188911.444687907,0.0,6188911.444687907,0,v3_phase4
TKHuVq1o,TTvwCZBPnHSrzCvNmnHkhLgUyHzqCkZNz3,[TTvwCZBP],2,6000321.85855781,0.0,6000321.85855781,0,v3_phase4
TKHuVq1o,TZ9Eyn8mwL9khZSdgfA3j6wap62AphFwXx,🏦 Bitfinex: Deposit [TZ9Eyn8m],10,5702083.219733349,0.0,5702083.219733349,0,v3_phase4
TKHuVq1o,TZ4VnieSwwu6HKVQNQ98f2ZcCTTkKGrTZp,[TZ4VnieS],3,5601195.801985345,0.0,5601195.801985345,0,v3_phase4
TKHuVq1o,TJpB6SvXv5PtESoLrvzG9EpyJJw6Gj8xaY,[TJpB6SvX],3,5499025.582577389,0.0,5499025.582577389,0,v3_phase4
TKHuVq1o,TUJQ1MJTKinEogRyUNa3iz8PsbEAVrr9tG,[TUJQ1MJT],18,4910080.59038336,0.0,4910080.59038336,0,v3_phase4
TKHuVq1o,TB81WbRRquq3tGDLtuBERpPssNNjwR37Kf,[TB81WbRR],8,4688045.802241378,0.0,4688045.802241378,0,v3_phase4
TKHuVq1o,TVe9q8ncCfyT6Hb7wNN2TJ7Z5DhjAWYu5i,[TVe9q8nc],8,4357062.829623744,0.0,4357062.829623744,0,v3_phase4
TKHuVq1o,TBBQ9WtyncomfW6WwYQ8tJ1FxYwYvkaUVL,[TBBQ9Wty],2,3899085.6643075105,0.0,3899085.6643075105,0,v3_phase4
TKHuVq1o,TJivDncj4hNY5f3EcMoXr5xgASefAFT7eU,[TJivDncj],6,3418806.2363046827,0.0,3418806.2363046827,0,v3_phase4
TKHuVq1o,TZAnKf2qZT9dSGjUUVVvNeWyZsDgnWERCB,[TZAnKf2q],3,3399999.50145528,0.0,3399999.50145528,0,v3_phase4
TKHuVq1o,TQGkeEeh595ckRnYr7qfZpWGDq7fzJUsTF,🏦 BloFin: Deposit [TQGkeEeh],26,3389059.7115695905,0.0,3389059.7115695905,0,v3_phase4
TKHuVq1o,TFAQ5R7yPUXdhwNDTgDJxt6azvHeQvjQZg,[TFAQ5R7y],6,3254918.5876137614,0.0,3254918.5876137614,0,v3_phase4
TKHuVq1o,TLpDRrAagSsKDdFmT8grnMQk1F6grWbuS4,[TLpDRrAa],4,2999417.9315476744,2999417.9315476744,0.0,0,v3_phase4
TKHuVq1o,TJufcr3Yi7rUv5c1cLjRT6NfAor916hWo7,🏦 Bitfinex: Deposit [TJufcr3Y],2,2998238.460529805,0.0,2998238.460529805,0,v3_phase4
TKHuVq1o,TD7rwQ5BF7H9cCeAGfFedJPMUEpLkqCJtW,[TD7rwQ5B],13,2980627.4555793325,0.0,2980627.4555793325,0,v3_phase4
TKHuVq1o,TDMFyt5yDJ4APW55hpWk4VcoYiLL43A2Q6,[TDMFyt5y],7,2819133.1065778593,0.0,2819133.1065778593,0,v3_phase4
TKHuVq1o,TUUgES6UtJ7fXYpUV3TbQiyBqxsRpDRQLc,🏦 OKX: Deposit [TUUgES6U],3,2500467.3655392895,0.0,2500467.3655392895,0,v3_phase4
TKHuVq1o,TQc4iD5Wkihn3RM6FamzfPMS9nTn2D1MdS,[TQc4iD5W],4,2100772.8886659327,0.0,2100772.8886659327,0,v3_phase4
TKHuVq1o,TFYRMGe24mhhN7jJp9HogMtNoMxFpPjZEH,[TFYRMGe2],1,2000903.4682245224,0.0,2000903.4682245224,0,v3_phase4
TKHuVq1o,TTBJv1H1TBza5Ub898mQWMCjdFRMC4Y1F7,🏦 Bitfinex: Deposit [TTBJv1H1],1,1582234.0137031989,0.0,1582234.0137031989,0,v3_phase4
TKHuVq1o,TBePkvRMoudgip7Byk5mkVAkd7tJNN4LN5,[TBePkvRM],1,1199798.1389796953,0.0,1199798.1389796953,0,v3_phase4
TKHuVq1o,TZGcNToWvHasXggKLFtnnY4VkKyXvraJzn,[TZGcNToW],5,1136159.8928010857,0.0,1136159.8928010857,0,v3_phase4
TKHuVq1o,TRYiC8CC2LqQF8PHzJYzVt6VsNwEEKmNMW,[TRYiC8CC],5,1000261.7365208585,0.0,1000261.7365208585,0,v3_phase4
TKHuVq1o,TY3DxktU3rsZcc6ypFhtMuRkJB1xwjUjBY,[TY3DxktU],2,999674.0608322041,0.0,999674.0608322041,0,v3_phase4
TKHuVq1o,THVUxdn3nkij4jp7oKBar7tbSC63b4u9hc,[THVUxdn3],4,784433.5903925173,0.0,784433.5903925173,0,v3_phase4
TKHuVq1o,TBFyrP1RUoo74iAvrbVxCarFTi3KfRk9q2,[TBFyrP1R],4,700359.1338964019,0.0,700359.1338964019,0,v3_phase4
TKHuVq1o,TYnBo73WuiQ579ZGYTxmgq1QkWpJqhvSTA,[TYnBo73W],3,624732.2040074402,0.0,624732.2040074402,0,v3_phase4
TKHuVq1o,TTbhfTenFzN4LtcWPv465qKkuT9GTVdBj6,[TTbhfTen],2,607208.9729021258,0.0,607208.9729021258,0,v3_phase4
TKHuVq1o,TBV9sFA1mW4wodqKSED4HfPB9MNaKpJZhZ,🏦 Binance: Deposit [TBV9sFA1],3,504613.4432882772,0.0,504613.4432882772,0,v3_phase4
TKHuVq1o,THJDiQH7NWeqmZ8PBUVXgn3YDRwowZVmrf,🏦 Bitfinex: Deposit [THJDiQH7],1,459646.88387973997,0.0,459646.88387973997,0,v3_phase4
TKHuVq1o,TQdbmWYviqFb1GLcYKfc45EVrcffiAtEm2,[TQdbmWYv],4,420910.9729208186,160017.47469282328,260893.49822799535,0,v3_phase4
TKHuVq1o,TKvDQAwzc8GFECf5xUDihQECvzbraURLpS,[TKvDQAwz],1,399824.7072432932,399824.7072432932,0.0,0,v3_phase4
TKHuVq1o,TNxBVS8rcUtwr6nKmeLTBzguovBxoZP6Ha,[TNxBVS8r],2,379688.6970992247,0.0,379688.6970992247,0,v3_phase4
TKHuVq1o,TDRXjCQ3pZaLocUzrGLHzht3UJ5goZ9ouR,[TDRXjCQ3],2,304996.3029163952,0.0,304996.3029163952,0,v3_phase4
TKHuVq1o,TYMJV1eYXTmg1rvET2oYY8kkLT2FtcSRpA,[TYMJV1eY],2,300742.0180351674,0.0,300742.0180351674,0,v3_phase4
TKHuVq1o,TVjknLY4xdtLT5yfK6kMxgTWpa9Xa94rZ6,[TVjknLY4],5,300026.5073530241,0.0,300026.5073530241,0,v3_phase4
TKHuVq1o,TKpQoxxjkYgHjRKgkjxd3WbRZonfzCM1eR,[TKpQoxxj],2,266762.3634269375,0.0,266762.3634269375,0,v3_phase4
TKHuVq1o,TELAo4u2j2gZQiE5uh443RrZXBDqzNyAXQ,🏦 OKX: Deposit [TELAo4u2],1,249917.4481324896,0.0,249917.4481324896,0,v3_phase4
TKHuVq1o,TQahX7LTVyB8QhWDi5Wf5BA34Uvn3rDdnv,[TQahX7LT],1,249669.39397629318,0.0,249669.39397629318,0,v3_phase4
TKHuVq1o,TK31zizaJXwqDEikXcQbtTKAP5kMHJAWKK,🏦 Binance: Deposit [TK31ziza],2,234329.4304964578,0.0,234329.4304964578,0,v3_phase4
TKHuVq1o,TRZ8PNsexPLf1GhFF3cvcV5fAMi4cfPLMi,[TRZ8PNse],2,199980.5677034072,0.0,199980.5677034072,0,v3_phase4
TKHuVq1o,T9ynaoMo1F7BJupBXGKaJ1sbkS8amVnvF2,[T9ynaoMo],2,199940.58245726887,0.0,199940.58245726887,0,v3_phase4
TKHuVq1o,TFWQhkZttLNRRYY1dcz6AuPwp5aeha3awt,[TFWQhkZt],1,149902.9855432772,0.0,149902.9855432772,0,v3_phase4
TKHuVq1o,TET2B9TG48jKk4TvCz1keHezmrYf2UREBP,[TET2B9TG],1,119844.96658546604,0.0,119844.96658546604,0,v3_phase4
TKHuVq1o,THwfAp3pvNcDMNkgg5hJQahaiBehCJJgu9,🏦 Bitfinex: Deposit [THwfAp3p],1,109007.63514384785,0.0,109007.63514384785,0,v3_phase4
TKHuVq1o,TVsp4R2VNZ92Fgw1iEsWYKtwjHLkrxQ2ua,🏦 Bybit: Deposit [TVsp4R2V],1,104892.76461812234,0.0,104892.76461812234,0,v3_phase4
