date_utc,dex_volume_usd,defi_dollar_collateral_usd,liquidations_usd
2025-01-29,15085050810,63083117802,326682.7683050019
2025-01-30,13404340614,64238070939,72551.54181916316
2025-01-31,13759608730,66049725015,732471.050210754
2025-02-01,13929784220,66561004311,1185199.7466467272
2025-02-02,21974061015,64107348392,280587.01806666143
2025-02-03,28733371004,59299942873,413369.5695584466
2025-02-04,17663546601,60547595544,829260.1495162968
2025-02-05,12986547909,59035619422,2177523.418036362
2025-02-06,13366896556,59598884131,1375654.7864138656
2025-02-07,12062500703,58846448100,235205.95941548445
2025-02-08,10245597470,58291747937,290054.31161559233
2025-02-09,12899195355,58500027438,742086.803149467
2025-02-10,12126279800,58514413083,1465158.7747689753
2025-02-11,11719318745,59287838599,964330.8451580269
2025-02-12,13210217596,58567605820,695799.2267294852
2025-02-13,14048847974,60709313993,909129.7823845693
2025-02-14,11438119637,60012713448,1410833.1049802708
2025-02-15,8263137687,60581426821,770200.5805697663
2025-02-16,7894754318,60354982241,2280361.322600668
2025-02-17,11438659871,59768807583,2938737.582376676
2025-02-18,12271498408,60803131104,2469283.4101603297
2025-02-19,10242559651,59740842689,1404533.0394669203
2025-02-20,9809660714,60552296462,282788.7363613134
2025-02-21,13882355176,60849829254,486574.48423471884
2025-02-22,7731005966,58567758445,328503.9990086365
2025-02-23,8824798785,59804878296,1071951.5878660171
2025-02-24,15558418568,61129836180,391890.10349991405
2025-02-25,18516444483,56294192100,1404016.9013077382
2025-02-26,12855338163,55326734394,120484.39425272215
2025-02-27,10867315386,52181079924,1493277.3604825803
2025-02-28,13859097125,51833513883,881652.55698421
2025-03-01,9245119075,51858918695,1804168.2637357956
2025-03-02,15870966402,51946873334,563656.3311757927
2025-03-03,14856895041,57033796458,980734.4660610936
2025-03-04,13186249455,51329840603,808360.8159764674
2025-03-05,10622131981,51510418739,3716097.1725787655
2025-03-06,10029443674,53266036020,1408435.236975675
2025-03-07,11758358761,51775831429,787047.5033766155
2025-03-08,6515771745,51484420843,191199.3567469989
2025-03-09,7004051360,52221219321,2344597.5546948025
2025-03-10,12238057765,49031370166,230467.53467690415
2025-03-11,11469742090,46656548141,1049945.7229656728
2025-03-12,9006326645,48004218724,2756272.2110532573
2025-03-13,7163220237,47937313529,253061.19182805947
2025-03-14,6083985330,47419974017,256084.62569301028
2025-03-15,4351279812,48669461863,1909320.174950237
2025-03-16,4820449842,49151392620,1758257.1478537177
2025-03-17,6309557002,48422948955,433406.89876844815
2025-03-18,6337611488,49067041721,308015.7933605189
2025-03-19,7728781045,49135414839,136264.80758658523
2025-03-20,6498543962,50684020428,4417538.013852553
2025-03-21,5859504584,49282778295,1803891.3693082903
2025-03-22,4227071112,49187973307,2296519.574888077
2025-03-23,4831341997,49576774718,720887.0496452935
2025-03-24,6975914487,50613211743,121472.77068635666
2025-03-25,6603040146,52443320838,54013.13554159497
2025-03-26,7187494405,52999888129,401346.75440299284
2025-03-27,7130031624,52177703285,2529867.610358489
2025-03-28,7915046270,51751399500,2948502.0900447248
2025-03-29,7526904285,49418342414,1839882.2105192519
2025-03-30,5101527239,48132124707,172782.17389768793
2025-03-31,6600782213,46911908875,544594.7206126124
2025-04-01,6934506338,48102589184,282685.13622550404
2025-04-02,9807142256,49599197376,229853.2293539969
2025-04-03,8884692387,47935668116,1154629.9361339284
2025-04-04,9194397837,48391371895,665749.289502774
2025-04-05,4315596268,48657085374,392908.73777289025
2025-04-06,8184648323,48717018504,105598.83553688806
2025-04-07,13540890321,44667488811,786937.9314628119
2025-04-08,8373810246,44513058966,426216.6696924564
2025-04-09,11871712909,43098323026,496094.3408079144
2025-04-10,8672430309,46271153140,371801.26028412924
2025-04-11,8056745438,43919439068,489708.8357161301
2025-04-12,7108396319,44318327792,811614.5155956357
2025-04-13,7773764360,45411129859,14244.78247778093
2025-04-14,8666896817,45072853451,1881555.0508927787
2025-04-15,8171355477,45145782332,2550019.5647080974
2025-04-16,8970238046,44842224938,799685.4794404423
2025-04-17,7568811133,45080545772,312003.6135033545
2025-04-18,5102624925,44957511670,4629360.4467213815
2025-04-19,5385466660,44739934161,483200.7778019374
2025-04-20,4951957330,45367009489,1183044.6482256507
2025-04-21,8061451120,44956586127,1171029.9198144814
2025-04-22,10220273046,44100068522,569707.4005534722
2025-04-23,12422151683,47620643988,222091.8012640268
2025-04-24,9239883065,48589629871,3398582.081165549
2025-04-25,9854449699,48952908077,65809.57853007225
2025-04-26,7645785322,49639048065,663878.4938406488
2025-04-27,7273488261,49912505341,249398.6058002516
2025-04-28,9628444723,49623325241,348103.40225617005
2025-04-29,8670294964,49745739019,1763331.3381554624
2025-04-30,9273281274,49520824352,457704.47564431984
2025-05-01,9485573373,49238063808,87027.6713502162
2025-05-02,7911039786,50205142396,218540.41840752916
2025-05-03,6660647626,50668457495,1968783.6359113492
2025-05-04,7065077566,50596517195,3773516.200851166
2025-05-05,9939966853,50163736686,311950.39457512833
2025-05-06,8317012268,49762052158,1125189.3128345478
2025-05-07,9181296849,49765737363,84685.71707047823
2025-05-08,13630213072,48679656967,1285420.0239223826
2025-05-09,16381973063,55633371658,538602.1997374726
2025-05-10,13248116564,57863944604,2502988.1589019694
2025-05-11,15255458031,61482791373,373292.49662091857
2025-05-12,20069945269,60622576137,2838164.536901272
2025-05-13,15076440503,59310615323,699663.2180618722
2025-05-14,14696733656,62394423123,429081.17108795955
2025-05-15,14663442106,60306917032,1041342.7338918848
2025-05-16,12096884936,59068139108,287343.73410948826
2025-05-17,10392345808,59297527047,261057.79482510616
2025-05-18,12193856016,58577163654,218587.0039423819
2025-05-19,14909940570,58901497310,3216368.067566935
2025-05-20,15614629932,60076706435,679074.1273789271
2025-05-21,18720841853,60352050909,1392775.1677137564
2025-05-22,16361069005,61240898958,642438.631630959
2025-05-23,17516244304,62989997937,885616.435685439
2025-05-24,9032912579,60305450144,877404.1638103543
2025-05-25,9994986095,60416290627,3906354.497687334
2025-05-26,11846574522,60808734392,1103925.7526861718
2025-05-27,12522815385,61443346503,274133.56481637387
2025-05-28,11551137952,62820654030,15314.327148608318
2025-05-29,13569360503,63077529292,246773.22048737525
2025-05-30,13950384458,61579746609,607923.4112689078
2025-05-31,9912032825,59944778374,499919.2100504233
2025-06-01,8857555102,60024391756,1673050.139068781
2025-06-02,10298669600,60548937422,1539710.1677051568
2025-06-03,11216370441,61182018289,93317.73075463556
2025-06-04,9941319515,61174979881,3036777.7298981864
2025-06-05,13447331305,61527126587,749625.8481733977
2025-06-06,10396926503,58294052133,907340.8093313967
2025-06-07,6940730659,59613160825,519289.29195061536
2025-06-08,7262253434,60611380127,1048397.2991745585
2025-06-09,11635545527,60444828287,2050475.5636633877
2025-06-10,15188720466,62870213641,1120661.4961043873
2025-06-11,13292212485,65264431895,3509848.098082515
2025-06-12,12910600371,64829125913,1207720.6509440902
2025-06-13,15026570714,61315776715,1724404.0617513112
2025-06-14,7742073683,61014711585,46085.3883853989
2025-06-15,8574833913,60648335107,1116873.5573006172
2025-06-16,14354040549,60660020871,1063494.1462554985
2025-06-17,13897828432,62516344075,107302.45665152515
2025-06-18,11754011440,61763579300,1847615.7650076807
2025-06-19,9291941725,62136621255,952364.651522566
2025-06-20,11106437586,62174269332,103504.56165636658
2025-06-21,9800086598,60022623967,902553.3204840154
2025-06-22,13201276362,57771670392,650884.6528975841
2025-06-23,13662197855,56286075352,265651.301714235
2025-06-24,11344764933,60023288145,19953.851121190266
2025-06-25,10703772866,60837826546,455024.0355679612
2025-06-26,11063674579,60801853705,967192.2016404631
2025-06-27,9202055487,60078934796,399402.22481618123
2025-06-28,6760152399,60276224329,367092.8112710888
2025-06-29,8271692244,61334769431,1390789.4172588312
2025-06-30,14896580872,62329604358,1421402.0780825324
2025-07-01,9368239991,61900154855,1268567.630974589
2025-07-02,12084635571,60759476564,106674.66110793114
2025-07-03,11025743249,63328225981,726013.3173701242
2025-07-04,8803472535,64199089283,815989.9810862619
2025-07-05,6626300496,62937228074,1365725.4664634843
2025-07-06,7681569361,63387396992,2334878.1692450093
2025-07-07,10126935584,64306230137,460511.0126930878
2025-07-08,10206797765,63620295412,559776.8775030397
2025-07-09,12433528209,64961964186,1319636.1845348787
2025-07-10,13727332698,67801391189,1086594.053849074
2025-07-11,16074129188,70845171791,816151.0984008979
2025-07-12,11876567315,70971285523,430997.75763532665
2025-07-13,11257288561,70863305931,217350.79496759293
2025-07-14,15735785526,71716395629,203104.88816070935
2025-07-15,17145356061,71921215437,85104.05938578025
2025-07-16,15231472382,73625990134,84687.7331633648
2025-07-17,17326001504,76034723032,1869493.2980343434
2025-07-18,18851947905,77562844082,483977.2051715123
2025-07-19,10699235540,79070498788,62662.54635746744
2025-07-20,13782074104,79787861784,2267465.774604641
2025-07-21,16535395936,82521479406,252663.09005678972
2025-07-22,19472023243,83260684063,312144.76623426285
2025-07-23,16864120062,82923832159,216289.39423887953
2025-07-24,16622258327,81332090567,3426547.80195647
2025-07-25,16200145292,81342357960,119391.92616623167
2025-07-26,10211017506,82521648384,1280721.5397933433
2025-07-27,12756271869,83086611925,2689553.4708819594
2025-07-28,15843822242,85768115663,1102624.211646465
2025-07-29,15429952557,83824684546,1957058.3258699265
2025-07-30,15801298231,83617579652,277661.91157903185
2025-07-31,14859203247,83713129614,1120636.9974569497
2025-08-01,17258225875,81716735909,1206881.4970301036
2025-08-02,11573204224,78022274458,613102.9578222812
2025-08-03,10474590958,76441493664,2044426.7426386783
2025-08-04,12095710625,78754424976,1185432.7389825531
2025-08-05,12829745042,82040277700,2252631.711708162
2025-08-06,12086932868,81639202107,1399194.6259779441
2025-08-07,13755389494,82838046081,734574.4025965501
2025-08-08,14793099741,87304691478,690527.0480981644
2025-08-09,15909917119,88044949171,604637.5754249153
2025-08-10,13866946174,91695816524,21884.593194013945
2025-08-11,17299511573,91278209271,766022.0056925493
2025-08-12,20735740879,90835409664,549866.6248398458
2025-08-13,20203179608,95790052984,171421.49423040345
2025-08-14,24828656028,97262939326,126776.76898704018
2025-08-15,17254351176,93817711321,596659.2914614682
2025-08-16,10630171996,91852991881,40731.4293987428
2025-08-17,10971993556,91534048999,4311000.883721124
2025-08-18,16507769995,91688870590,475009.6284686503
2025-08-19,15879324697,89870905053,481443.52475873346
2025-08-20,15699353823,85873368811,52479.57725521982
2025-08-21,15437611271,89025886982,556297.8826927169
2025-08-22,22325582326,88435312860,15870.71347001718
2025-08-23,16054682462,96051788990,30555.741353054545
2025-08-24,20229049451,97300372784,414151.5762134762
2025-08-25,21042272865,95141955330,1720196.0119066385
2025-08-26,17343265345,91225769559,614005.3337999581
2025-08-27,17891646252,94206510579,14951.802384267241
2025-08-28,15054897530,93135928152,178194.12440157234
2025-08-29,19225583012,93467543551,1346776.4688663771
2025-08-30,9768023152,91220258359,1340532.538302194
2025-08-31,10174491812,91143288345,1404551.641212418
2025-09-01,15272664589,91066760292,433354.4908098292
2025-09-02,14451513847,89573024450,434292.0613917211
2025-09-03,13685020794,89459004806,1619870.4780906471
2025-09-04,14280495606,92259791557,507726.90557134495
2025-09-05,16448048485,90166936862,1298983.3809045213
2025-09-06,9143369997,90595039714,870177.9794442983
2025-09-07,8448680603,90085665919,453094.0920385571
2025-09-08,13652946512,91136892189,83388.69592626052
2025-09-09,15066546804,90883903653,123440.05499289386
2025-09-10,15539937916,90708879810,2203271.3319444805
2025-09-11,15765362751,91664467330,602101.5538176177
2025-09-12,16988380629,93011984063,5116752.58510888
2025-09-13,14453578209,96839774594,452394.6980969776
2025-09-14,15026872479,96136258436,287621.14720100537
2025-09-15,19335666262,94905757836,431612.9832890635
2025-09-16,16445634557,94130786641,420202.3146920471
2025-09-17,19133149938,93579124414,1014335.6596763493
2025-09-18,17274532336,95203569620,12819.381967806848
2025-09-19,15919504359,95910912601,1440829.2713120005
2025-09-20,14308769396,94322363604,538564.5229577424
2025-09-21,15471454091,95381280027,566055.0645706521
2025-09-22,22273659954,94346626873,656073.0294902762
2025-09-23,20215604555,90544826618,596406.1136833741
2025-09-24,19535763077,89324111928,688101.7284081382
2025-09-25,29220305640,89264973948,424501.6237898161
2025-09-26,20752094066,84748553069,603939.4682470333
2025-09-27,13523691713,85834338152,518608.05460970814
2025-09-28,12829782967,85697420962,730314.8560304012
2025-09-29,16132683418,87630017348,976224.099311048
2025-09-30,16321160486,88583832102,275807.00396308943
2025-10-01,16582744471,88159207264,710165.4712899111
2025-10-02,18496754252,91408778016,902935.1145337747
2025-10-03,19465881333,93503104312,17093.58095994301
2025-10-04,12910246172,94187680798,734998.3266777443
2025-10-05,16049437609,94001319011,273507.3383888507
2025-10-06,19015592457,94454515969,518418.62434689223
2025-10-07,23434588156,97438446510,1751751.5411485147
2025-10-08,21584474868,94680503923,394874.7792664095
2025-10-09,21351486805,94731882434,660132.0742425197
2025-10-10,33436357830,92813008620,25052.359793255866
2025-10-11,25484463421,82837578388,369254.996548165
2025-10-12,22495611780,81959594213,1020876.8060616548
2025-10-13,21909923242,88321391425,378572.63585179724
2025-10-14,24614832264,89891647688,230416.8202518859
2025-10-15,20338309900,88622708052,343414.2284312902
2025-10-16,20805914887,86231694196,3087371.9477103734
2025-10-17,19916223696,84484592829,90802.35978652319
2025-10-18,12357875687,83257322065,622423.6328968136
2025-10-19,13588037009,84093297370,60160.81452895411
2025-10-20,14411140995,84995707270,773616.1685371298
2025-10-21,17119818928,85585838663,157865.93265516436
2025-10-22,16792951709,84727148785,1005353.6807549035
2025-10-23,15579703576,82394149814,307065.33667951025
2025-10-24,15067250793,83040913362,1174140.217308814
2025-10-25,10642483452,84970704765,426401.8495619105
2025-10-26,11609079664,85562827488,4177.200976247361
2025-10-27,16546794027,89072248918,349408.1384110156
2025-10-28,15762210998,88274113082,85442.90483203637
2025-10-29,16420091151,86476625256,683275.3311818743
2025-10-30,18179967629,86154759573,340928.24601688475
2025-10-31,14900546249,84416837732,1021628.6610151939
2025-11-01,10207122473,85015048999,693019.08362749
2025-11-02,10230316327,84817599563,36710.51304310727
2025-11-03,18311031231,85021881705,383655.52634365426
2025-11-04,24565164831,80288066652,671501.528637432
2025-11-05,17339795637,74051577017,849108.4645721844
2025-11-06,17058275800,74506691441,110787.76537928692
2025-11-07,19370300811,73142039501,1049740.100511011
2025-11-08,12488114674,74408846257,421133.7390709037
2025-11-09,15249726326,73686597366,202019.85333208114
2025-11-10,15179275337,76718845019,1636432.4498517127
2025-11-11,14568787957,76656269225,71091.5581254603
2025-11-12,14693148023,74778056116,2655977.6204935377
2025-11-13,15514120415,74913106262,1225081.2282469077
2025-11-14,15062306924,73449682254,645483.4034641236
2025-11-15,10685285731,72168986346,11223.634893759277
2025-11-16,10982540178,71994132798,494501.77086290537
2025-11-17,13451370233,69948188271,1037889.0746153309
2025-11-18,13178207699,69065437596,1958379.2525064969
2025-11-19,12399972546,70754894162,961717.0446781133
2025-11-20,13879302246,69316159277,507011.9405271922
2025-11-21,17830948219,66933424708,593047.3743414691
2025-11-22,9151532311,64669300280,2065896.3087778818
2025-11-23,9294071794,64467932762,432873.26782811055
2025-11-24,10252617583,64808531147,67377.31857611543
2025-11-25,10125848812,67324823744,584602.3425720739
2025-11-26,10509647024,67408761539,6475405.497374807
2025-11-27,11318400533,68738811354,477669.5175052561
2025-11-28,10910621624,68542787802,214499.41559958123
2025-11-29,8497059096,68919266107,46180.21647563123
2025-11-30,8285311917,67961120959,187497.5884902184
2025-12-01,13159372021,67615802818,391657.4802138844
2025-12-02,11789774291,65380093066,853969.5158810442
2025-12-03,11748661345,67459101374,1095382.756494464
2025-12-04,11040290662,70819833216,43762.69351027066
2025-12-05,10960862870,69635219113,2751690.275084714
2025-12-06,7630000289,68786016237,268714.2312196786
2025-12-07,9768966897,68913747589,161416.0175387492
2025-12-08,10836539384,69245851140,756788.896613651
2025-12-09,12546319402,69306466592,1131918.2835983245
2025-12-10,11532690495,71996539060,367090.12175007584
2025-12-11,11925080542,71650696591,1106970.7799668137
2025-12-12,10506221243,71227393687,348556.35053408175
2025-12-13,7060027862,69688674182,2324539.5394376335
2025-12-14,7479050920,70278697706,2126069.8366118246
2025-12-15,12105357908,70623307338,73855.79428971313
2025-12-16,10698952756,68633951097,162992.59483130058
2025-12-17,11015311880,69066978407,1197522.6054816104
2025-12-18,11943911255,67245027654,120.10870173624139
2025-12-19,11130305081,67233531643,1724925.1699322467
2025-12-20,7149737055,69217095435,440429.0018327676
2025-12-21,7887161987,69436662063,1365002.234872368
2025-12-22,10770947963,70109827885,45245.52104345436
2025-12-23,10308524933,69691233042,234791.664699921
2025-12-24,8659746958,68065033149,73436.85235367769
2025-12-25,8185360146,68543104185,198236.07778922323
2025-12-26,8994800540,68042716774,485192.3679871114
2025-12-27,6947937483,68078322154,676391.9585645972
2025-12-28,6750482055,68373141597,2478026.692764673
2025-12-29,10979938615,68614910740,986643.5097201789
2025-12-30,10524790052,67996893046,1225808.8651838866
2025-12-31,9914464650,67196672070,85678.45845404935
2026-01-01,7125090607,67985983843,337975.2890255425
2026-01-02,10315987935,69295181576,4795352.109047666
2026-01-03,8421512689,72027326945,821940.7894142503
2026-01-04,8589696040,72320859848,1550308.2116932394
2026-01-05,12330044449,72654429666,33021.731251625366
2026-01-06,12963796835,74327961605,87822.12097184414
2026-01-07,11694233322,74988715243,115672.6120321306
2026-01-08,9443888908,72831594660,15403.877223681127
2026-01-09,8756876629,71197148790,2550776.856038598
2026-01-10,5440287720,70947015508,292540.90571806
2026-01-11,7369844713,71208292569,5674941.735492105
2026-01-12,9578790902,71747805906,1339906.5108347337
2026-01-13,11150934800,71382439106,288496.79106634
2026-01-14,13367917392,75039389966,4804186.612013096
2026-01-15,12389631910,75530207722,2029005.9321930674
2026-01-16,10441028541,74803879788,180321.16541675036
2026-01-17,7478701756,74882195301,204962.22690723013
2026-01-18,7460188995,75176759818,1140016.1445222036
2026-01-19,11100529272,73746973549,81514.05563572567
2026-01-20,15356649062,73510049594,878332.5037660109
2026-01-21,16627598457,68683825880,68924.57880007371
2026-01-22,12915563520,69401434797,250126.34239450892
2026-01-23,11864568980,69230583377,2965008.1956662666
2026-01-24,8121715143,69074969662,690294.5279438795
2026-01-25,10030772324,69773038954,852642.3791171209
2026-01-26,11199452980,67451553401,314276.9729874767
2026-01-27,11452909104,69350688428,579928.5819567435
2026-01-28,11366791415,70724545542,142719.07737565908
2026-01-29,11670232619,70931746672,726944.5520827404
2026-01-30,15113411232,67622769037,55465.98036660987
2026-01-31,17740657102,65840248264,49452.22027206959
2026-02-01,14131164312,61868100723,1138334.0749112226
2026-02-02,15190248056,59105234807,56550.89186523755
2026-02-03,15437589172,59961010300,736647.4367965
2026-02-04,15765327846,59164574753,309282.34660110483
2026-02-05,21294936323,57640537731,207878.09235702493
2026-02-06,18797847403,51666972630,851718.3598751096
2026-02-07,12911280108,54889219316,351635.23228854296
2026-02-08,8900023879,56345943731,609509.1739912658
2026-02-09,10253752384,56811487880,149630.39024771444
2026-02-10,9560315462,56791817599,135230.7654016865
2026-02-11,10604323713,55619701280,112641.32862832375
2026-02-12,9235391204,54841497912,74249.64173250989
2026-02-13,9234081211,54377077081,806794.6465618296
