entity,month,n_transfers,tier,token,volume_usd
Curve 3pool,2025-12-01 00:00:00.000 UTC,12040,3,USDT,335510458.644142
Curve 3pool,2025-12-01 00:00:00.000 UTC,11653,3,USDC,226202181.868503
Uniswap Universal Router,2025-12-01 00:00:00.000 UTC,3352,3,USDT,2892323.766414
1inch,2025-12-01 00:00:00.000 UTC,15489,3,USDT,56991183.832938
Uniswap V3,2025-12-01 00:00:00.000 UTC,7728,3,USDT,52955045.504752
1inch,2025-12-01 00:00:00.000 UTC,45948,3,USDC,82087452.763028
Tornado Cash,2025-12-01 00:00:00.000 UTC,18,3,USDC,1800.0
Uniswap Universal Router,2025-12-01 00:00:00.000 UTC,27635,3,USDC,5186277.344458
Compound V3,2026-01-01 00:00:00.000 UTC,3466,3,USDC,374515536.242679
Uniswap Universal Router,2026-01-01 00:00:00.000 UTC,30636,3,USDC,5389252.520868
Uniswap V3,2026-01-01 00:00:00.000 UTC,7016,3,USDC,39827652.703426
Curve 3pool,2026-01-01 00:00:00.000 UTC,19211,3,USDT,669208777.57072
1inch,2026-01-01 00:00:00.000 UTC,15090,3,USDT,41469619.036602
Tornado Cash,2026-01-01 00:00:00.000 UTC,274,3,USDT,166000.0
Uniswap Universal Router,2026-01-01 00:00:00.000 UTC,3233,3,USDT,3114606.555322
Tornado Cash,2026-01-01 00:00:00.000 UTC,109,3,USDC,45000.001
Curve 3pool,2026-01-01 00:00:00.000 UTC,16167,3,USDC,1011566087.129807
1inch,2026-01-01 00:00:00.000 UTC,59108,3,USDC,85972112.35591
Uniswap V3,2026-01-01 00:00:00.000 UTC,4906,3,USDT,27720637.18835
Kraken,2023-02-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-02-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-03-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-03-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-04-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-04-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-05-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-05-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-06-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-06-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-07-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-07-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-08-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-08-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-09-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-09-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-10-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-10-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-11-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-11-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2023-12-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2023-12-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-01-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-01-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-02-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-02-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-03-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-03-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-04-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-04-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-05-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-05-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-06-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-06-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-07-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-07-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-08-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-08-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-09-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-09-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-10-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-10-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-11-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-11-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2024-12-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2024-12-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-01-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-01-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-02-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-02-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-03-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-03-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-04-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-04-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-05-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-05-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-06-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-06-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-07-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-07-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-08-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-08-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-09-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-09-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-10-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-10-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-11-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-11-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
Kraken,2025-12-01 00:00:00 UTC,53392,2,USDT,8081029121.705585
Kraken,2025-12-01 00:00:00 UTC,35594,2,USDC,5387352747.803723
OKX,2023-02-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-02-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-03-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-03-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-04-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-04-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-05-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-05-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-06-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-06-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-07-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-07-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-08-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-08-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-09-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-09-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-10-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-10-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-11-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-11-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2023-12-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2023-12-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-01-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-01-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-02-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-02-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-03-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-03-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-04-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-04-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-05-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-05-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-06-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-06-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-07-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-07-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-08-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-08-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-09-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-09-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-10-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-10-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-11-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-11-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2024-12-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2024-12-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-01-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-01-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-02-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-02-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-03-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-03-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-04-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-04-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-05-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-05-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-06-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-06-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-07-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-07-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-08-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-08-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-09-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-09-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-10-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-10-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-11-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-11-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
OKX,2025-12-01 00:00:00 UTC,97051,2,USDT,7955753256.701107
OKX,2025-12-01 00:00:00 UTC,64700,2,USDC,5303835504.467405
